Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lunar-moth-phase-crop-tank,,,,,,,,,L,,,Heather Deep Teal,,,,,'27268896300585404998,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/189115438727434197_2048.jpg?v=1774127109,18,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14946030785152121214_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,L,,,Heather Dusty Blue,,,,,'82404770412993162730,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6133403219873305101_2048.jpg?v=1774127109,19,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9664377510025586316_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,L,,,Heather Mauve,,,,,'75889118609242144809,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/669102721169837275_2048.jpg?v=1774127109,20,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3978909547240345820_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,L,,,Heather True Royal,,,,,'16654223884610443660,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/12180579287725279407_2048.jpg?v=1774127109,21,Gothic crop tank with celestial lunar moth and moon phase design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9455660292593924485_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,XL,,,Solid Black Blend,,,,,'42022101242974827347,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/942652335963509175_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,XL,,,Solid White Blend,,,,,'18499514898967655811,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10714035200653077005_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,XL,,,Dark Grey Heather,,,,,'18226188831043272306,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/12180579287725279407_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,XL,,,Heather Deep Teal,,,,,'50343276217042248672,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14946030785152121214_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,XL,,,Heather Dusty Blue,,,,,'20467806707761866830,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9664377510025586316_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,XL,,,Heather Mauve,,,,,'16537366891205380568,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3978909547240345820_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,XL,,,Heather True Royal,,,,,'64704832474796605686,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9455660292593924485_2048.jpg?v=1774127109,lb,,11.05,
lunar-moth-phase-crop-tank,,,,,,,,,2XL,,,Solid Black Blend,,,,,'24135129262367711511,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/942652335963509175_2048.jpg?v=1774127109,lb,,13.07,
lunar-moth-phase-crop-tank,,,,,,,,,2XL,,,Solid White Blend,,,,,'92536039647409274951,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10714035200653077005_2048.jpg?v=1774127109,lb,,13.07,
lunar-moth-phase-crop-tank,,,,,,,,,2XL,,,Dark Grey Heather,,,,,'54292466063682411884,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/12180579287725279407_2048.jpg?v=1774127109,lb,,13.07,
lunar-moth-phase-crop-tank,,,,,,,,,2XL,,,Heather Deep Teal,,,,,'33185511059915920237,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14946030785152121214_2048.jpg?v=1774127109,lb,,13.07,
lunar-moth-phase-crop-tank,,,,,,,,,2XL,,,Heather Dusty Blue,,,,,'11025709518749582206,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9664377510025586316_2048.jpg?v=1774127109,lb,,13.07,
lunar-moth-phase-crop-tank,,,,,,,,,2XL,,,Heather Mauve,,,,,'72368773617944449596,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3978909547240345820_2048.jpg?v=1774127109,lb,,13.07,
lunar-moth-phase-crop-tank,,,,,,,,,2XL,,,Heather True Royal,,,,,'30338923504476627134,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9455660292593924485_2048.jpg?v=1774127109,lb,,13.07,
till-death-unisex-tee,Till Death Unisex Tee,"<p>Comfort Colors introduces the “Comfort Colors 1717” garment-dyed t-shirt; a fully customizable tee made with 100% ring-spun cotton. The soft-washed, garment-dyed fabric brings extra coziness to your wardrobe while the relaxed fit makes it an excellent daily choice. The double-needle stitching throughout the tee makes it highly durable, while the lack of side seams helps the shirt retain its tubular shape. Discover all 58 colors in our charts below.</p><br><p>.: Heavyweight fabric (6.1 oz/yd² (206.8 g/m²))<br>.: Relaxed fit<br>.: Pre-shrunk 100% ring-spun US cotton<br>.: Available in 58 colors<br>.: Sewn-in label</p>",Printify,Uncategorized,T-Shirt,"Cotton, Crew neck, DTG, Embroidery, Men's Clothing, Oversized, Personalization Picks, Premium, Premium Apparel, Simple designs on large embroidery, T-shirts, TikTok, Unisex, US Elections Season, Women's Clothing",true,Color,White,,Size,S,,,,,'17080541925503105668,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16202199794325362717_2048.jpg?v=1774226853,1,Black unisex gothic tee with bold Till Death dark graphic design,false,Till Death Gothic Unisex Tee | Charmed & Dark Fashion,Statement gothic unisex tee with Till Death design. Charmed & Dark dark alternative streetwear for the eternally devoted.,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16202199794325362717_2048.jpg?v=1774226853,lb,,15.56,active
till-death-unisex-tee,,,,,,,,,Bay,,,S,,,,,'13475327109121243125,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2871473658075034060_2048.jpg?v=1774226853,2,Black unisex gothic tee with bold Till Death dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6456013916468634545_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Chili,,,S,,,,,'30587010484677155490,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3210988234223223049_2048.jpg?v=1774226853,3,Black unisex gothic tee with bold Till Death dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7256175470986773723_2048.jpg?v=1774302312,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Ice Blue,,,S,,,,,'13529259931837197361,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6131268151370817623_2048.jpg?v=1774226853,4,Black unisex gothic tee with bold Till Death dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6131268151370817623_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,White,,,M,,,,,'29549356051290906102,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7256175470986773723_2048.jpg?v=1774302312,5,Black unisex gothic tee with bold Till Death dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16202199794325362717_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Bay,,,M,,,,,'97993661358993611678,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/11020129798964622243_2048.jpg?v=1774302312,6,Black unisex gothic tee with bold Till Death dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6456013916468634545_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Chili,,,M,,,,,'28932517077574526608,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6456013916468634545_2048.jpg?v=1774226853,7,Black unisex gothic tee with bold Till Death dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7256175470986773723_2048.jpg?v=1774302312,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Ice Blue,,,M,,,,,'48248213255664008839,99.7903214,,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3866919556397055731_2048.jpg?v=1774226853,8,Black unisex gothic tee with bold Till Death dark graphic design,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6131268151370817623_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,White,,,L,,,,,'75166985439135083296,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16202199794325362717_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Bay,,,L,,,,,'25186036289352913231,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6456013916468634545_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Chili,,,L,,,,,'25672068220009326161,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7256175470986773723_2048.jpg?v=1774302312,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Ice Blue,,,L,,,,,'29574220427389466679,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6131268151370817623_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,White,,,XL,,,,,'91022953233540057048,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16202199794325362717_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Bay,,,XL,,,,,'13075822419799581508,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6456013916468634545_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Chili,,,XL,,,,,'10339361484392567315,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7256175470986773723_2048.jpg?v=1774302312,lb,,15.56,
till-death-unisex-tee,,,,,,,,,Ice Blue,,,XL,,,,,'38027192378896291440,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6131268151370817623_2048.jpg?v=1774226853,lb,,15.56,
till-death-unisex-tee,,,,,,,,,White,,,2XL,,,,,'30692699291448231674,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16202199794325362717_2048.jpg?v=1774226853,lb,,16.64,
till-death-unisex-tee,,,,,,,,,Bay,,,2XL,,,,,'23336816533752995817,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6456013916468634545_2048.jpg?v=1774226853,lb,,16.64,
till-death-unisex-tee,,,,,,,,,Chili,,,2XL,,,,,'93976754938353275408,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7256175470986773723_2048.jpg?v=1774302312,lb,,16.64,
till-death-unisex-tee,,,,,,,,,Ice Blue,,,2XL,,,,,'30485961343802300503,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6131268151370817623_2048.jpg?v=1774226853,lb,,16.64,
till-death-unisex-tee,,,,,,,,,Bay,,,3XL,,,,,'22182246847710484236,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6456013916468634545_2048.jpg?v=1774226853,lb,,18.41,
till-death-unisex-tee,,,,,,,,,Chili,,,3XL,,,,,'60820141114990353369,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7256175470986773723_2048.jpg?v=1774302312,lb,,18.41,
till-death-unisex-tee,,,,,,,,,Ice Blue,,,3XL,,,,,'21796760026975843043,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6131268151370817623_2048.jpg?v=1774226853,lb,,18.41,
till-death-unisex-tee,,,,,,,,,White,,,3XL,,,,,'28827571863560410109,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16202199794325362717_2048.jpg?v=1774226853,lb,,18.41,
till-death-unisex-tee,,,,,,,,,Bay,,,4XL,,,,,'11701883297971282123,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6456013916468634545_2048.jpg?v=1774226853,lb,,20.09,
till-death-unisex-tee,,,,,,,,,Chili,,,4XL,,,,,'97844315704468748724,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7256175470986773723_2048.jpg?v=1774302312,lb,,20.09,
till-death-unisex-tee,,,,,,,,,Ice Blue,,,4XL,,,,,'32474867952343917186,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6131268151370817623_2048.jpg?v=1774226853,lb,,20.09,
till-death-unisex-tee,,,,,,,,,White,,,4XL,,,,,'27162482359278538079,99.7903214,,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/16202199794325362717_2048.jpg?v=1774226853,lb,,20.09,
graveyard-ballerina-crop-tee,Graveyard Ballerina Crop Tee,"This women's oversized boxy t-shirt brings ample comfort and a laidback style that feels right at home in any occasion. With its 100% ring-spun cotton fabric, it feels soft, while the boxy fit with the slightly cropped, seamless body adds that signature oversized look. Comfort Colors is a proud member of the US Cotton Trust protocol which means this shirt is made with ethically and sustainably sourced cotton while the OEKO TEX-certified dyes mean all your prints come alive with eco-friendly, vibrant colors that last and are salt-free. <br><p>.: 100% ring-spun US cotton<br>.: Heavy fabric (6.1 oz/yd² (206.8 g/m²))<br>.: Boxy fit<br>.: Sewn-in twill label<br>.: Please note: Shade variations are inherent in the pigment dye process<br>.: Neck label print area is decorated with Direct-to-Film (DTF) or Direct-to-garment (DTG) methods. </p>",Printify,Uncategorized,T-Shirt,"Cotton, Crew neck, Crop, Crop tops, Cropped, DTG, Neck Labels, Premium Apparel, Relaxed fit, T-shirts, Women's Clothing",true,Color,Orchid,,Size,S,,,,,'30350746171245639926,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/5745784421590492779_2048.jpg?v=1774225798,1,Gothic crop tee featuring hauntingly beautiful graveyard ballerina artwork,false,Graveyard Ballerina Crop Tee | Dark Gothic Fashion,Hauntingly beautiful graveyard ballerina crop tee. Dark alternative gothic fashion for the dark romantic and alternative style lover.,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7247692555576563851_2048.jpg?v=1774226061,lb,,13.71,active
graveyard-ballerina-crop-tee,,,,,,,,,Pepper,,,S,,,,,'16134962187745548738,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/4402126869216413539_2048.jpg?v=1774226061,2,Gothic crop tee featuring hauntingly beautiful graveyard ballerina artwork,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/11892092458666310423_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Black,,,S,,,,,'17424852151743132108,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/11892092458666310423_2048.jpg?v=1774226061,3,Gothic crop tee featuring hauntingly beautiful graveyard ballerina artwork,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14290837199730463995_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,White,,,S,,,,,'15184147568132343607,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/12985562196072944122_2048.jpg?v=1774226061,4,Gothic crop tee featuring hauntingly beautiful graveyard ballerina artwork,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/5745784421590492779_2048.jpg?v=1774225798,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Orchid,,,M,,,,,'27788831988532191519,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14290837199730463995_2048.jpg?v=1774226061,5,Gothic crop tee featuring hauntingly beautiful graveyard ballerina artwork,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7247692555576563851_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Pepper,,,M,,,,,'57025381775790021302,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2023180673024953363_2048.jpg?v=1774226061,6,Gothic crop tee featuring hauntingly beautiful graveyard ballerina artwork,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/11892092458666310423_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Black,,,M,,,,,'27088537970672259588,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/4483466678762249733_2048.jpg?v=1774226061,7,Gothic crop tee featuring hauntingly beautiful graveyard ballerina artwork,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14290837199730463995_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,White,,,M,,,,,'22719073948202202838,99.7903214,,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7247692555576563851_2048.jpg?v=1774226061,8,Gothic crop tee featuring hauntingly beautiful graveyard ballerina artwork,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/5745784421590492779_2048.jpg?v=1774225798,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Orchid,,,L,,,,,'64618502838800157989,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7247692555576563851_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Pepper,,,L,,,,,'19110825180388069372,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/11892092458666310423_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Black,,,L,,,,,'24525152157481952629,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14290837199730463995_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,White,,,L,,,,,'24547301911001378092,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/5745784421590492779_2048.jpg?v=1774225798,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Orchid,,,XL,,,,,'26818366522288035512,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7247692555576563851_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Pepper,,,XL,,,,,'16840907367191531830,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/11892092458666310423_2048.jpg?v=1774226061,lb,,13.71,
graveyard-ballerina-crop-tee,,,,,,,,,Black,,,XL,,,,,'15831314534167025176,99.7903214,,deny,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/14290837199730463995_2048.jpg?v=1774226061,lb,,13.71,
